bin,position,mean,sem,genotype,feature,n_regions
65,1240.506329113924,4.198979827306712,0.08725341937511205,dKO,5UTR,16000
66,1291.1392405063293,4.176271642271196,0.08580638712890344,dKO,5UTR,16000
67,1341.7721518987341,4.1514598516493635,0.08449519444807908,dKO,5UTR,16000
68,1392.4050632911394,4.1274699514014594,0.0836932729372938,dKO,5UTR,16000
69,1443.0379746835442,4.114793075862496,0.08344810440118865,dKO,5UTR,16000
70,1493.6708860759495,4.115469635101139,0.08363042498919382,dKO,5UTR,16000
71,1544.3037974683543,4.107199149891394,0.08312534797916693,dKO,5UTR,16000
72,1594.9367088607596,4.1094513067312874,0.0828415131097936,dKO,5UTR,16000
73,1645.5696202531644,4.101783802800872,0.0828958264798796,dKO,5UTR,16000
74,1696.2025316455697,4.0802984394393205,0.0817780264739551,dKO,5UTR,16000
75,1746.8354430379745,4.061862062323196,0.07949173517478092,dKO,5UTR,16000
76,1797.4683544303798,4.030064928762044,0.07749434122956725,dKO,5UTR,16000
77,1848.1012658227846,4.0170953858973615,0.07622015890278303,dKO,5UTR,16000
78,1898.73417721519,3.999602038853409,0.07474040360877819,dKO,5UTR,16000
79,1949.3670886075947,3.9755882695728095,0.07406858238133213,dKO,5UTR,16000
80,2000,3.9558284943212647,0.07412187686866704,dKO,5UTR,16000
1,-2000,4.328310504620388,0.08548931099307258,dKO,intron1,16000
2,-1949.367088607595,4.3386806769761534,0.08671930881104818,dKO,intron1,16000
3,-1898.73417721519,4.333378374475835,0.08821877896653345,dKO,intron1,16000
4,-1848.1012658227849,4.307555542466369,0.08835984142493715,dKO,intron1,16000
5,-1797.4683544303798,4.279830079151564,0.08755797222430779,dKO,intron1,16000
6,-1746.8354430379748,4.273862095618093,0.08679858475828994,dKO,intron1,16000
7,-1696.2025316455697,4.274528119784963,0.08811582700557122,dKO,intron1,16000
8,-1645.5696202531644,4.289416139153518,0.09092881167474169,dKO,intron1,16000
9,-1594.9367088607596,4.314722076525609,0.09361336605555845,dKO,intron1,16000
10,-1544.3037974683543,4.3231203574480155,0.09530345939269591,dKO,intron1,16000
11,-1493.6708860759495,4.3139857082320505,0.09577144024164745,dKO,intron1,16000
12,-1443.0379746835442,4.308663817675393,0.09478793882599335,dKO,intron1,16000
13,-1392.4050632911392,4.314463807360347,0.09215696726788146,dKO,intron1,16000
14,-1341.7721518987341,4.319303988904696,0.08988243899238064,dKO,intron1,16000
15,-1291.139240506329,4.315242886296811,0.08708303083273784,dKO,intron1,16000
16,-1240.506329113924,4.299037912375119,0.08559602443848752,dKO,intron1,16000
17,-1189.873417721519,4.301177469526515,0.08459762603311721,dKO,intron1,16000
18,-1139.240506329114,4.317591366067076,0.08368102698877838,dKO,intron1,16000
19,-1088.607594936709,4.334589505661844,0.08401379656570272,dKO,intron1,16000
20,-1037.9746835443038,4.358761228039478,0.08478559153267795,dKO,intron1,16000
21,-987.3417721518988,4.384467199934416,0.08578457608782225,dKO,intron1,16000
22,-936.7088607594937,4.393072424502592,0.08709730794713351,dKO,intron1,16000
23,-886.0759493670887,4.393032318476213,0.08796571116985322,dKO,intron1,16000
24,-835.4430379746836,4.381058953395875,0.08850025825102757,dKO,intron1,16000
25,-784.8101265822784,4.3745332118752485,0.08873607275674857,dKO,intron1,16000
26,-734.1772151898733,4.376503352033901,0.0887253929114956,dKO,intron1,16000
27,-683.5443037974683,4.383245108410403,0.08791335852923332,dKO,intron1,16000
28,-632.9113924050632,4.368800315885821,0.08612951359934665,dKO,intron1,16000
29,-582.2784810126582,4.3503168570025785,0.08463536622221053,dKO,intron1,16000
30,-531.6455696202531,4.33196588233168,0.08285201102131202,dKO,intron1,16000
31,-481.0126582278481,4.328726692304667,0.08306621079664606,dKO,intron1,16000
32,-430.37974683544303,4.340299140311228,0.08436960113452871,dKO,intron1,16000
33,-379.746835443038,4.348278167677206,0.08573671955683372,dKO,intron1,16000
34,-329.11392405063293,4.340812354646138,0.08715354171302717,dKO,intron1,16000
35,-278.4810126582279,4.33242113725579,0.08806425652067743,dKO,intron1,16000
36,-227.84810126582283,4.309169782927812,0.08778507612024525,dKO,intron1,16000
37,-177.21518987341778,4.280791056461739,0.08619523431155675,dKO,intron1,16000
38,-126.58227848101274,4.261022206282999,0.08403491873435762,dKO,intron1,16000
39,-75.94936708860769,4.240572181819955,0.08195817397274015,dKO,intron1,16000
40,-25.316455696202638,4.237587897421411,0.08076243662522367,dKO,intron1,16000
41,25.31645569620241,4.214126117982077,0.08072032494017681,dKO,intron1,16000
42,75.94936708860769,4.195265297400214,0.08182968786341845,dKO,intron1,16000
43,126.58227848101251,4.172959265223753,0.08142138340725463,dKO,intron1,16000
44,177.21518987341778,4.177981361816645,0.08131009032289316,dKO,intron1,16000
45,227.8481012658226,4.184376724272827,0.08146073409711409,dKO,intron1,16000
46,278.4810126582279,4.178265988171737,0.08235615594013779,dKO,intron1,16000
47,329.1139240506327,4.174639581824278,0.08220154350963738,dKO,intron1,16000
48,379.746835443038,4.162044164712156,0.0807392490477348,dKO,intron1,16000
49,430.37974683544326,4.157913341769625,0.08041064536893944,dKO,intron1,16000
50,481.0126582278481,4.144625458967886,0.07885982983252475,dKO,intron1,16000
51,531.6455696202534,4.135447535690443,0.078757281895953,dKO,intron1,16000
52,582.2784810126582,4.146651264490348,0.08119918600228972,dKO,intron1,16000
53,632.9113924050635,4.145071481375405,0.08216966523093502,dKO,intron1,16000
54,683.5443037974683,4.104562593998265,0.08090789539516083,dKO,intron1,16000
55,734.1772151898736,4.064536294396078,0.07899321771236785,dKO,intron1,16000
56,784.8101265822784,4.040775820409701,0.07826686294683895,dKO,intron1,16000
57,835.4430379746836,3.994585932492116,0.07664347835929072,dKO,intron1,16000
58,886.0759493670885,3.9619070454451455,0.07464629336147523,dKO,intron1,16000
59,936.7088607594937,3.960662501827305,0.0731616973997304,dKO,intron1,16000
60,987.3417721518986,3.9918798712665113,0.07285506418690689,dKO,intron1,16000
61,1037.9746835443038,4.0024144956653505,0.0733632611178156,dKO,intron1,16000
62,1088.6075949367087,4.015535914039697,0.07505695059659401,dKO,intron1,16000
63,1139.240506329114,4.028556602275149,0.07618035195297573,dKO,intron1,16000
64,1189.8734177215188,4.035156187635533,0.07687072309329976,dKO,intron1,16000
65,1240.506329113924,4.028283709017165,0.07677719881904099,dKO,intron1,16000
66,1291.1392405063293,4.028198551824481,0.07663484122236469,dKO,intron1,16000
67,1341.7721518987341,4.033287155903058,0.07701696898024711,dKO,intron1,16000
68,1392.4050632911394,4.033022133563563,0.07706107023392218,dKO,intron1,16000
69,1443.0379746835442,4.032430539845694,0.07656709985720968,dKO,intron1,16000
70,1493.6708860759495,4.03734848141178,0.07755158967103991,dKO,intron1,16000
71,1544.3037974683543,4.041286713210024,0.07766047100578832,dKO,intron1,16000
72,1594.9367088607596,4.052312184184601,0.08161624472732963,dKO,intron1,16000
73,1645.5696202531644,4.052958354828832,0.08637824697555466,dKO,intron1,16000
74,1696.2025316455697,4.040924771239917,0.08817143468657367,dKO,intron1,16000
75,1746.8354430379745,4.029974093189389,0.08758038314043136,dKO,intron1,16000
76,1797.4683544303798,4.032646784646773,0.08513231840435503,dKO,intron1,16000
77,1848.1012658227846,4.050815409501821,0.08368757327445193,dKO,intron1,16000
78,1898.73417721519,4.063963687465385,0.0814168894320919,dKO,intron1,16000
79,1949.3670886075947,4.072942619908938,0.07934964817525052,dKO,intron1,16000
80,2000,4.0988984660565615,0.07866699383552488,dKO,intron1,16000
1,-2000,3.638166531473277,0.0628934483312688,dKO,enhancer,16000
2,-1949.367088607595,3.609299665798297,0.06164336987365765,dKO,enhancer,16000
3,-1898.73417721519,3.583713810303512,0.06091570757107809,dKO,enhancer,16000
4,-1848.1012658227849,3.556060477804183,0.059629162317740195,dKO,enhancer,16000
5,-1797.4683544303798,3.519436908960616,0.05772793938465117,dKO,enhancer,16000
6,-1746.8354430379748,3.4868404908997084,0.05581894324607046,dKO,enhancer,16000
7,-1696.2025316455697,3.4695787607121678,0.05511867574553599,dKO,enhancer,16000
8,-1645.5696202531644,3.4783430996171196,0.05659259226948699,dKO,enhancer,16000
9,-1594.9367088607596,3.501507520113101,0.05877641883097358,dKO,enhancer,16000
10,-1544.3037974683543,3.534355840182755,0.06136990901981877,dKO,enhancer,16000
11,-1493.6708860759495,3.551137696842461,0.06305227136903971,dKO,enhancer,16000
12,-1443.0379746835442,3.6005827150774397,0.06447682185935183,dKO,enhancer,16000
13,-1392.4050632911392,3.6457381536490545,0.06665224887735498,dKO,enhancer,16000
14,-1341.7721518987341,3.659909042150822,0.06759523877837795,dKO,enhancer,16000
15,-1291.139240506329,3.6654196280443188,0.0666519917501178,dKO,enhancer,16000
16,-1240.506329113924,3.6768714311863144,0.06604280869586761,dKO,enhancer,16000
17,-1189.873417721519,3.666806458829777,0.06487596687521921,dKO,enhancer,16000
18,-1139.240506329114,3.659410825292774,0.0641450385659738,dKO,enhancer,16000
19,-1088.607594936709,3.654950623310119,0.0636876530551911,dKO,enhancer,16000
20,-1037.9746835443038,3.6463693071002172,0.06253634219102737,dKO,enhancer,16000
21,-987.3417721518988,3.640195293413143,0.061369649364899866,dKO,enhancer,16000
22,-936.7088607594937,3.639962317819659,0.060941764954899225,dKO,enhancer,16000
23,-886.0759493670887,3.643932010674811,0.06133265261218641,dKO,enhancer,16000
24,-835.4430379746836,3.67529950853708,0.06411647805529133,dKO,enhancer,16000
25,-784.8101265822784,3.6965499402624427,0.0658333621526401,dKO,enhancer,16000
26,-734.1772151898733,3.704852844172432,0.06599598177493177,dKO,enhancer,16000
27,-683.5443037974683,3.7039928964798916,0.06486513733947445,dKO,enhancer,16000
28,-632.9113924050632,3.717417211411363,0.06370599739007073,dKO,enhancer,16000
29,-582.2784810126582,3.740634204575688,0.06359323205046215,dKO,enhancer,16000
30,-531.6455696202531,3.76975343724692,0.06451492649446904,dKO,enhancer,16000
31,-481.0126582278481,3.7926522098570348,0.06598249005843881,dKO,enhancer,16000
32,-430.37974683544303,3.806058423730131,0.06692916945606883,dKO,enhancer,16000
33,-379.746835443038,3.8245240698378242,0.06841110480726117,dKO,enhancer,16000
34,-329.11392405063293,3.8326393691060003,0.07005788882467208,dKO,enhancer,16000
35,-278.4810126582279,3.8505022540547165,0.07098321270012485,dKO,enhancer,16000
36,-227.84810126582283,3.8517461268198554,0.0705469179794416,dKO,enhancer,16000
37,-177.21518987341778,3.8493295738112874,0.07019489298674654,dKO,enhancer,16000
38,-126.58227848101274,3.8489434873215025,0.07022688363900231,dKO,enhancer,16000
39,-75.94936708860769,3.8536214489682044,0.06978421818715196,dKO,enhancer,16000
40,-25.316455696202638,3.8555532960071397,0.06949351180668305,dKO,enhancer,16000
41,25.31645569620241,3.8346245611115326,0.0686513499967186,dKO,enhancer,16000
42,75.94936708860769,3.8006035629292403,0.06925021792032306,dKO,enhancer,16000
43,126.58227848101251,3.7811017650249394,0.06904940424186844,dKO,enhancer,16000
44,177.21518987341778,3.7688627356460684,0.07052492050598533,dKO,enhancer,16000
45,227.8481012658226,3.7576676357950323,0.07133165013662274,dKO,enhancer,16000
46,278.4810126582279,3.7419496034367046,0.07287731852989851,dKO,enhancer,16000
47,329.1139240506327,3.731990336293582,0.07387220839124689,dKO,enhancer,16000
48,379.746835443038,3.725663574707377,0.07550633453485751,dKO,enhancer,16000
49,430.37974683544326,3.7315870646263156,0.0774443572371465,dKO,enhancer,16000
50,481.0126582278481,3.7435656456060395,0.079448346598593,dKO,enhancer,16000
51,531.6455696202534,3.749277180015381,0.07798810901095608,dKO,enhancer,16000
52,582.2784810126582,3.7541921765289796,0.07720535898758182,dKO,enhancer,16000
53,632.9113924050635,3.7751866165327206,0.07739077936803841,dKO,enhancer,16000
54,683.5443037974683,3.786305007952265,0.07786078431274325,dKO,enhancer,16000
55,734.1772151898736,3.802419165306816,0.0787324692890851,dKO,enhancer,16000
56,784.8101265822784,3.8067684556435504,0.07753016618793564,dKO,enhancer,16000
57,835.4430379746836,3.773493333829561,0.07528684651696652,dKO,enhancer,16000
58,886.0759493670885,3.731308015309706,0.07338825377657981,dKO,enhancer,16000
59,936.7088607594937,3.7212444671570655,0.07209224392600663,dKO,enhancer,16000
60,987.3417721518986,3.730576970309083,0.07189390788426477,dKO,enhancer,16000
61,1037.9746835443038,3.7185681280793643,0.07027167195906057,dKO,enhancer,16000
62,1088.6075949367087,3.716596378909194,0.0697152543772384,dKO,enhancer,16000
63,1139.240506329114,3.7179383748153794,0.06894812761860343,dKO,enhancer,16000
64,1189.8734177215188,3.732744714196817,0.06850850996706175,dKO,enhancer,16000
65,1240.506329113924,3.7328234321739,0.0684838689366346,dKO,enhancer,16000
66,1291.1392405063293,3.7510174010818753,0.07031126659228461,dKO,enhancer,16000
67,1341.7721518987341,3.7711348609816757,0.07128274696434941,dKO,enhancer,16000
68,1392.4050632911394,3.7822298645333507,0.07130216303946349,dKO,enhancer,16000
69,1443.0379746835442,3.784081771685745,0.07242750289057165,dKO,enhancer,16000
70,1493.6708860759495,3.769978103517758,0.0740497417357634,dKO,enhancer,16000
71,1544.3037974683543,3.7806654491411043,0.07725700160535351,dKO,enhancer,16000
72,1594.9367088607596,3.7923601636107325,0.07940176754946526,dKO,enhancer,16000
73,1645.5696202531644,3.8121513670670852,0.0800104301677675,dKO,enhancer,16000
74,1696.2025316455697,3.802084156511216,0.07838864536845683,dKO,enhancer,16000
75,1746.8354430379745,3.7810764984918817,0.07726361784350354,dKO,enhancer,16000
76,1797.4683544303798,3.743434630161374,0.07685867687249798,dKO,enhancer,16000
77,1848.1012658227846,3.7472344903183252,0.07682337140447203,dKO,enhancer,16000
78,1898.73417721519,3.751130772858108,0.07682758995645314,dKO,enhancer,16000
79,1949.3670886075947,3.751302236621812,0.07677231753573031,dKO,enhancer,16000
80,2000,3.7616859937757474,0.07566897051863947,dKO,enhancer,16000
1,-2000,3.2877881332019943,0.08498927735317867,dKO,lncRNA,9405
2,-1949.367088607595,3.2825243674687776,0.08383941306624675,dKO,lncRNA,9405
3,-1898.73417721519,3.265738650222541,0.08124719610093789,dKO,lncRNA,9405
4,-1848.1012658227849,3.258978147679121,0.08056531450589545,dKO,lncRNA,9405
5,-1797.4683544303798,3.2624124744154313,0.07990593734754607,dKO,lncRNA,9405
6,-1746.8354430379748,3.268624033462275,0.07974453868411828,dKO,lncRNA,9405
7,-1696.2025316455697,3.2915904044817497,0.0801453968543766,dKO,lncRNA,9405
8,-1645.5696202531644,3.3069817089489955,0.08111511724697039,dKO,lncRNA,9405
9,-1594.9367088607596,3.315543067879079,0.08135020779199921,dKO,lncRNA,9405
10,-1544.3037974683543,3.2993128872305832,0.08079454421419897,dKO,lncRNA,9405
11,-1493.6708860759495,3.2770552134856303,0.0810182731138803,dKO,lncRNA,9405
12,-1443.0379746835442,3.270251870461253,0.08164351306088363,dKO,lncRNA,9405
13,-1392.4050632911392,3.2910862772309257,0.0829757282583572,dKO,lncRNA,9405
14,-1341.7721518987341,3.2940730582504707,0.08296081199401723,dKO,lncRNA,9405
15,-1291.139240506329,3.305572950665814,0.08376366596360421,dKO,lncRNA,9405
16,-1240.506329113924,3.3159872640551127,0.08449654950622916,dKO,lncRNA,9405
17,-1189.873417721519,3.3235590824316668,0.08372382898813184,dKO,lncRNA,9405
18,-1139.240506329114,3.2957261961114472,0.08199306490593362,dKO,lncRNA,9405
19,-1088.607594936709,3.2816784415581752,0.08052776913355993,dKO,lncRNA,9405
20,-1037.9746835443038,3.257579618423388,0.08021323913891532,dKO,lncRNA,9405
21,-987.3417721518988,3.2502470024886754,0.07962541027276938,dKO,lncRNA,9405
22,-936.7088607594937,3.2355344811933247,0.07832477588536359,dKO,lncRNA,9405
23,-886.0759493670887,3.211467539312975,0.07601265388708801,dKO,lncRNA,9405
24,-835.4430379746836,3.2141670275790584,0.07577971800275937,dKO,lncRNA,9405
25,-784.8101265822784,3.244032122103776,0.07612410878472772,dKO,lncRNA,9405
26,-734.1772151898733,3.2855165856036836,0.07675342789777925,dKO,lncRNA,9405
27,-683.5443037974683,3.339719055614163,0.08001381730436506,dKO,lncRNA,9405
28,-632.9113924050632,3.3877214824299773,0.08282377104645408,dKO,lncRNA,9405
29,-582.2784810126582,3.402612361627238,0.08315503489415224,dKO,lncRNA,9405
30,-531.6455696202531,3.3998388101457895,0.08317094314028738,dKO,lncRNA,9405
31,-481.0126582278481,3.4222677046934646,0.08486544462591009,dKO,lncRNA,9405
32,-430.37974683544303,3.453442117005928,0.08797336274057563,dKO,lncRNA,9405
33,-379.746835443038,3.4667562542771027,0.09072437760480254,dKO,lncRNA,9405
34,-329.11392405063293,3.5109665601027835,0.0956009009556902,dKO,lncRNA,9405
35,-278.4810126582279,3.566433275909497,0.10261504715941391,dKO,lncRNA,9405
36,-227.84810126582283,3.6023397557213825,0.10827006192169003,dKO,lncRNA,9405
37,-177.21518987341778,3.617287041515764,0.11195243281590349,dKO,lncRNA,9405
38,-126.58227848101274,3.6559678421933866,0.11551116935092537,dKO,lncRNA,9405
39,-75.94936708860769,3.6582048877364386,0.1112566072551254,dKO,lncRNA,9405
40,-25.316455696202638,3.6199535147507156,0.1020971613422403,dKO,lncRNA,9405
41,25.31645569620241,3.587762754951153,0.09417628037730667,dKO,lncRNA,9405
42,75.94936708860769,3.5499084421953935,0.08761415070827387,dKO,lncRNA,9405
43,126.58227848101251,3.5223363192422124,0.08398159703505768,dKO,lncRNA,9405
44,177.21518987341778,3.5081441584822093,0.0843216770853425,dKO,lncRNA,9405
45,227.8481012658226,3.512325662273242,0.08685388853928479,dKO,lncRNA,9405
46,278.4810126582279,3.5435362797044383,0.09055614780575993,dKO,lncRNA,9405
47,329.1139240506327,3.577750792269056,0.0959892371394187,dKO,lncRNA,9405
48,379.746835443038,3.584751601776984,0.09761366945478221,dKO,lncRNA,9405
49,430.37974683544326,3.572101266862112,0.09478957489051049,dKO,lncRNA,9405
50,481.0126582278481,3.530754785354659,0.09140884941624365,dKO,lncRNA,9405
51,531.6455696202534,3.5028107715006453,0.09169243202949529,dKO,lncRNA,9405
52,582.2784810126582,3.511285087950928,0.09466208685518931,dKO,lncRNA,9405
53,632.9113924050635,3.5352596221738923,0.09946184412234409,dKO,lncRNA,9405
54,683.5443037974683,3.5498864674093826,0.10016596239210851,dKO,lncRNA,9405
55,734.1772151898736,3.569169177311373,0.10120323948788638,dKO,lncRNA,9405
56,784.8101265822784,3.565314126990131,0.10338249112212959,dKO,lncRNA,9405
57,835.4430379746836,3.559708266421684,0.10588227078010279,dKO,lncRNA,9405
58,886.0759493670885,3.54654529958455,0.10592322419088444,dKO,lncRNA,9405
59,936.7088607594937,3.5417565336413266,0.10436744441561366,dKO,lncRNA,9405
60,987.3417721518986,3.515091909415993,0.101297122164264,dKO,lncRNA,9405
61,1037.9746835443038,3.463875393552104,0.09622812909643697,dKO,lncRNA,9405
62,1088.6075949367087,3.4250259771576865,0.0917108194382719,dKO,lncRNA,9405
63,1139.240506329114,3.393898882271487,0.08828636471034626,dKO,lncRNA,9405
64,1189.8734177215188,3.373646285783595,0.08560274236973048,dKO,lncRNA,9405
65,1240.506329113924,3.3596025549201554,0.08292323259682441,dKO,lncRNA,9405
66,1291.1392405063293,3.342328283596272,0.08005929227855921,dKO,lncRNA,9405
67,1341.7721518987341,3.3231469426255877,0.07748959859863752,dKO,lncRNA,9405
68,1392.4050632911394,3.3189228359085368,0.07691895507304994,dKO,lncRNA,9405
69,1443.0379746835442,3.289603301129553,0.07575042167507116,dKO,lncRNA,9405
70,1493.6708860759495,3.2928106552628575,0.07642283732680114,dKO,lncRNA,9405
71,1544.3037974683543,3.2976765640154753,0.07816174744006911,dKO,lncRNA,9405
72,1594.9367088607596,3.3171221257472845,0.08138853847071706,dKO,lncRNA,9405
73,1645.5696202531644,3.3261341663704327,0.082247846460672,dKO,lncRNA,9405
74,1696.2025316455697,3.311432974718943,0.08113449268807423,dKO,lncRNA,9405
75,1746.8354430379745,3.3025907565272563,0.07972291201621409,dKO,lncRNA,9405
76,1797.4683544303798,3.285043295894349,0.07915003383797307,dKO,lncRNA,9405
77,1848.1012658227846,3.2889654607970176,0.07880279532867153,dKO,lncRNA,9405
78,1898.73417721519,3.3112639368784893,0.08095275715823966,dKO,lncRNA,9405
79,1949.3670886075947,3.3237803766527647,0.08549024729798126,dKO,lncRNA,9405
80,2000,3.329591832056609,0.08769563374027188,dKO,lncRNA,9405
